# id	file_path	transparent_color_r	g	b
[TEXTURES]
1	textures\Jason-and-Sophia.png	0	57	115
2	textures\BlasterMaster-Enemies.png	255	0	255
33	textures\NES-Blaster-Master-Area-2.png	255	255	255
44	textures\NES-Blaster-Master-Area-2-Overworld1.png	255	255	255
55	textures\sophia.png	255	255	255
66	textures\Items-Objects.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
# tiled map sprites
10011	233	36	257	68	1
10012	258	36	282	68	1
# move down
10013	208	3	232	35	1
10014	233	3	257	35	1
10015	258	3	282	35	1
# SOFIA left Wheel 
20001	3	21	10	28	1
20002	12	21	19	28	1
20003	21	21	28	28	1
20004	30	21	37	28	1
# SOFIA right Wheel 
200003	21	21	28	28	1
200004	30	21	37	28	1
200001	3	21	10	28	1
200002	12	21	19	28	1
# SOFIA Vehicle
# nằm ngang, đóng nắp cabin
300001	72	24	98	40	55
# xoay
300002	116	24	134	40	55
# mở nắp cabin
300003	30	16	56	40	55
# đưa nóng súng lên 1
300004	30	58	55	82	55
# đưa nòng súng lên 2
300005	114	59	138	81	55
# đưa nòng súng lên 3
300006	71	56	92	82	55
# Main character empty sprite
70001	0	0	0	0	1
# Main character explosion
70002	159	3	207	43	1
70003	143	44	207	132	1
#Destroyable-brick
80000	96	160	112	176	33
# WORM
#move left 
110001	46	412	62	421	2
110002	62	412	81	421	2
#move right
110003	172	412	189	421	2
110004	191	412	207	421	2
# FLOATER-SPIDER
#move left 
120001	84	407	101	421	2
120002	104	406	121	421	2
#move right
120003	132	406	149	421	2
120004	152	407	169	421	2
# DOMES
#move left
140001	87	425	105	441	2
140002	67	424	85	441	2
#move right
140003	149	425	167	441	2
140004	169	424	187	441	2
#di chuyen ngang ben trai
140005	51	441	67	459	2
140006	50	461	67	479	2
#nam ngua
140007	67	479	85	495	2
140008	87	479	105	496	2
# JUMPERS
#move left
150001	105	500	122	525	2
150002	87	499	102	525	2
150003	69	500	84	525	2
#move right
150004	132	500	149	525	2
150005	152	499	167	525	2
150006	170	500	185	525	2
# INSECT
#move left 
#140001	104	530	122	545	2
#140002	84	533	102	548	2
#move right
#140003	132	530	150	545	2
#140004	152	533	170	548	2
# WEAPON
# Main character
# fly_horizontal
100001	91	20	114	27	1
# fly_vertical
100002	116	20	123	43	1
# explode
100003	140	101	148	109	1
100004	149	97	165	113	1
100005	166	97	182	113	1
100006	183	93	207	117	1
# bullet Rocket
# right rocket
100100	5	35	20	41	55
# left rocket
100101	2	20	17	26	55
# up rocket
100102	109	8	115	23	55
# down rocket
100103	98	8	104	23	55
# Human-Sofia
# bullet
100007	135	183	139	187	55
# bullet_explosion
100008	155	181	162	189	55
100009	171	178	187	191	55
100010	192	177	208	193	55
# Cannon
# bullet
100011	252	102	260	118	1
# bullet_explosion
100012	296	102	312	118	1
# Eyeball
# bullet
100013	252	102	260	118	1
# bullet_explosion
100014	296	102	312	118	1
# Floater
# bullet
100015	252	102	260	118	1
# bullet_explosion
100016	296	102	312	118	1
#Skull
#bullet_left
100019	193	515	203	525	2
#bullet_right
100020	51	515	61	525	2
#bullet_explosion
100021	166	97	182	113	1
# Hub objects
# PowerHub - Text
800001	175	219	183	235	55
# PowerHub
800002	85	97	93	129	55
800005	95	97	103	129	55
800006	110	97	118	129	55
800007	120	97	128	129	55
800008	130	98	138	130	55
800009	141	98	149	130	55
800010	152	98	160	130	55
800011	27	96	35	128	55
800012	242	101	250	133	55
# GunHub
800003	154	221	162	253	55
# Hov-Text
800004	112	240	120	256	55
# ITEMS
# P
900000	87	240	103	256	55
# path
[MAP]
Map-Blaster-Master-Area-2-D.txt
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== SOFIA HUMAN =========
#idle
600	10001	100
#move left
601	10002	100	10003	100	10004	100
#crawl left
602	10005	100	10006	100
#climb
606	10016	100	10017	100
# BIG-SOFIA
# move left
603	10007	100	10008	100	10009	100
# move up
604	10010	100	10011	100	10012	100
# move down
605	10013	100	10014	100	10015	100
# ==== SOFIA WHEEL =========
#idle-of left-wheel
700	20002	100
#left-wheel
701	20001	100	20002	100	20003	100	20004	100
#right-wheel
702	200003	100	200004	100	200001	100	200002	100
# ==== SOFIA BARREL =========
#idle
800	30002	100
#down-left
801	30001	100
#up-left
802	30003	100	30004	100
# ==== SOFIA VEHICLE =========
# di chuyển ngang bình thường
800	300001	100
# xoay ngang
801	300001	200	300002	200
# mở nắp cabin
802	300003	100
# đưa nòng súng lên
803	300004	100	300005	100	300006	100
# ==== MAIN CHARACTER =========
#idle
2000	70001	100
#explosion
2001	70002	200
#Destroyable-brick
3000	80000	100
# === ENEMY DOMES ===
#walk left
8000	140001	100	140002	100
#walk right
8001	140003	100	140004	100
#di chuyen ngang ben trai
8002	140005	100	140006	100
#nam ngua
8003	140007	100	140008	100
# ==== ENEMY WORM =========
#Walk left
5000	110001	100	110002	100
#Walk right
5001	110003	100	110004	100
# ==== ENEMY FLOATER-SPIDER =========
#Walk left
6000	120001	100	120002	100
#Walk right
6001	120003	100	120004	100
# === JUMPERS ======
#walk left
9000	150001	100	150002	100	150003	100
#walk right
9001	150004	100	150005	100	150006	100
# ==== ENEMY INSECT =========
#Walk left
#7000	140001	100	140002	100
#Walk right
#7001	140003	100	140004	100
# ==== WEAPON =========
# Main Character
# left
4000	100001	100
# Up
4001	100002	100
# explode
4002	100003	100	100004	100	100005	100
# Bullet Rocket
# right rocket
4100	100100	100
# left rocket
4101	100101	100
# up rocket
4102	100102	100
# down rocket
4103	100103	100
# Human-Sofia
# Bullet
4003	100007	100
# Bullet_explosion
4004	100008	100	100009	100	100010	100
# Cannon
# Bullet
4005	100011	100
# Bullet_explosion
4006	100012	100
# Eyeball
# Bullet
4007	100013	100
# Bullet_explosion
4008	100014	100
# Floater
# Bullet
4009	100015	100
# Bullet_explosion
4010	100016	100
# Skull 
# Bullet left
4011	100019	100
# Bullet right
4012	100020	100
#Bullet explosion
4013	100021	100
# ==== HUB =========
# PowerHub - Text
100000	800001	100
# PowerHub
100001	800002	100
100004	800005	100
100005	800006	100
100006	800007	100
100007	800008	100
100008	800009	100
100009	800010	100
100010	800011	100
100011	800012	100
# GunHub
100002	800003	100
# Hov - text
100003	800004	100
# ITEMS
# P
900000	900000	100
[ANIMATION_SETS]
# SOFIA 
1	600	601	602	603	604	605	606
# MAIN_CHARACTER 
2	2000	2001
# WHEEL 
3	700	701	702
# SOFIA VEHICLE
4	800	801	802	803
#Destroyable-brick
5	3000
# WORM - ENEMY
8	5000	5001
# FLOATER-SPIDER - ENEMY
9	6000	6001
# DOMES
11	8000	8001	8002	8003
# JUMPERS
12	9000	9001
# INSECT - ENEMY
#11	7000	7001
# WEAPON Player-horizontal Player-vertical Player-explode Big human-bullet Big human-explosion Cannon-bullet Cannon-explosion Eyeball-bullet Eyeball-explosion	Floater-bullet	Floater-explosion	Skull bullet left	Skull bullet right	Skull bullet explosion	Player-Rocket-right	Player-Rocket-left	Player-Rocket-up	Player-Rocket-down
7	4000	4001	4002	4003	4004	4005	4006	4007	4008	4009	4010	4011	4012	4013	4100	4101	4102	4103
# HUB
100	100000	100001	100002	100003	100004	100005	100006	100007	100008	100009	100010	100011
# ITEMS
# P
200	900000
[OBJECTS]
# object_id  type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Enemy1, 3 = Worm, 4 = Wheel_Left, 5 = Wheel_Middle, 6 = Wheel_right, 7= Cabin, 8= Barrel, 9= Main character, 10= Spider, 11=Human
# type: 12 = Floater, 13 = Domes, 14 = Jumpers, 15 = Insect,16 = Orbs, 17 = Skulls, 18 = Dashers, 19 = Mine, 30 = LAVA
# type: 101 = DESTROYABLE_BRICK , 22 = Stair
# MAIN_CHARACTER need to be created first!
1	9	78	144.73	2
# MAIN OBJECTS LIST
# WHEEL_LEFT
3	4	18	132	3
# WHEEL_RIGHT
4	6	32	132	3
# SOFIA VEHICLE
5	7	25	118	4
# HUMAN
2	11	17	115	1
# HUB LIST - x,y theo trục màn hình
9	500	10	100	100
# ENEMY LIST
# LAVA
#10	20	96	322	
#11	20	224	448.667	
#12	20	161.33	706	
#13	20	288	832.667	
#14	20	223.33	1218		
#15	20	160	1346.67	
# WORM - ENEMY
16	3	224	1276.67	8
17	3	462	1392.75	8
18	3	172.333	1351.67	8
# MINE- ENEMY
#19	19	144.75	1462.5
# DOME- ENEMY
20	13	242.25	1632.25	11
21	13	319.25	1631.75	11
# INSECT- ENEMY
#22	15	255.333	1172.67	11
#23	15	336.667	1308.33	11
# MAP OBJECT LIST
# BRICK 
# object_id 	type	l	t	ani_set_id	r	b	
100	1	33.3333	94.0	2	160.0003	65.33325	
101	1	160.0	158.67004	2	414.667	129.33679	
102	1	34.0	158.67004	2	94.6667	128.67004	
103	1	32.0	286.67004	2	222.667	256.0033	
104	1	288.0	286.0	2	480.667	257.33325	
105	1	224.0	222.67004	2	288.0	191.33679	
106	1	417.333	93.329956	2	479.9997	65.329956	
107	1	34.0	350.67004	2	95.3333	320.67004	
108	1	98.6667	414.0	2	159.3334	386.0	
109	1	160.667	399.32996	2	414.0	385.9967	
110	1	224.667	414.0	2	414.0	401.33325	
111	1	417.333	352.67004	2	479.9997	320.67004	
112	1	417.333	478.0	2	478.9997	449.33325	
113	1	33.0	542.32996	2	222.0	513.9967	
114	1	289.667	542.67004	2	415.0	513.3368	
115	1	224.0	527.32996	2	288.6667	513.32996	
116	1	352.333	608.0	2	480.333	576.66675	
117	1	32.3333	607.32996	2	159.0003	576.32996	
118	1	32.3333	671.67004	2	95.0	640.3368	
119	1	33.0	735.0	2	159.0	705.0	
120	1	96.6667	799.333	2	286.9997	768.6663	
121	1	32.0	863.333	2	96.0	832.333	
122	1	288.0	735.67004	2	351.0	704.67004	
123	1	353.667	799.333	2	479.667	768.6663	
124	1	417.667	862.667	2	479.667	832.0003	
125	1	417.333	670.67004	2	478.9997	640.67004	
126	1	160.667	671.0	2	350.667	640.66675	
127	1	32.0	926.5	2	287.0	896.5	
128	1	353.0	926.333	2	414.6667	897.333	
129	1	287.667	911.333	2	352.33368	896.6663	
130	1	289.333	1119.0	2	480.0	1089.3333	
131	1	225.0	1054.333	2	287.6667	1025.333	
132	1	97.3333	1054.667	2	159.3333	1024.667	
133	1	160.0	1039.333	2	223.6667	1024.9998	
134	1	32.6667	1182.333	2	286.6667	1152.9998	
135	1	98.0	1246.667	2	158.6667	1217.3337	
136	1	32.0	1311.0	2	94.6667	1281.0	
137	1	160.333	1311.333	2	222.9997	1280.9998	
138	1	289.0	1310.333	2	479.667	1281.6663	
139	1	223.333	1295.0	2	287.6663	1281.0	
140	1	353.0	1375.333	2	415.0	1345.6663	
141	1	417.333	1438.333	2	479.333	1409.6663	
142	1	32.6667	1438.333	2	95.0	1409.333	
143	1	96.0	1422.667	2	159.3333	1409.3337	
144	1	160.333	1439.333	2	351.333	1409.333	
145	1	224.333	1502.667	2	286.9997	1472.667	
146	1	288.667	1567.333	2	415.33398	1536.9998	
147	1	32.3333	991.333	2	95.0	959.9997	
148	1	416.5	1182.5	2	479.5	1153.0	
149	1	417.0	1694.5	2	479.5	1664.5	
150	1	417.0	1630.0	2	479.5	1601.5	
151	1	223.5	1630.5	2	288.5	1600.0	
152	1	63.75	1630.25	2	95.0	1601.0	
153	1	33.25	1631.25	2	48.0	1601.25	
154	1	0.5	1759.0	2	512.0	1728.5	
155	1	481.0	1727.0	2	511.5	1519.5	
156	1	480.0	1518.667	2	512.0	1089.334	
157	1	1.33333	1727.3333	2	31.33333	1282.0002	
158	1	0.0	1278.0	2	32.6667	834.0	
159	1	480.667	1087.333	2	512.0003	868.0	
160	1	481.333	863.333	2	512.6663	449.333	
161	1	0.0	829.333	2	30.6667	386.0	
162	1	481.333	446.0	2	511.333	1.3330078
163	1	1.33333	383.32996	2	30.66663	0.66296387
164	1	32.0	31.329956	2	480.0	0.663208
165	1	160	896.667	2	192	816.0
166	1	159	766.667	2	191	689.33997
167	1	96.666	672.0	2	126.667	624.667
168	1	288	383.32996	2	318	290.0
169	1	160	256.0	2	190	176.66699
# DESTROYABLE_BRICK 
# object_id 	type	l	t	ani_set_id	r	b	type_brick: 1: normal	2,3: destructible  
170	1	160.182	815.455	5	175.182	799.455	2
171	1	176.182	815.455	5	191.182	799.455	2	
172	1	160.182	687.81995	5	175.182	671.81995	2
173	1	176.182	687.81995	5	191.182	671.81995	2
174	1	95.6667	624.0	5	110.6667	608.0	2
175	1	111.6667	624.0	5	126.6667	608.0	2
176	1	160.333	176.32996	5	175.333	160.32996	2
177	1	176.333	176.32996	5	191.333	160.32996	2
# STAIRS
174	22	49.3333	1648.0	2	61.3333	1438.0
# LAVA
180	30	160	414	2	224	400
#181	30	l t	2	r	b
#182	30	l t	2	r	b
#183	30	l t	2	r	b
#184	30	l t	2	r	b
#185	30	l t	2	r	b
# --- SCENE PORTAL ----
# object_id 	type	l	t	ani_set_id	r	b	scene_id	type_portal: 1-Next scene 0-Previous scene
#1000	50	452	1654.667	2	463	1631.667	4	1
1001	50	453.5	1144.0	2	464.5	1121.0	5	0	1001
#1002	50	47	888.5	2	58	865.5	4	1
#1003	50	47.5	632.5	2	58.5	609.5	4	1
#1004	50	453	633.0	2	464	610.0	4	1
#1005	50	48	120.0	2	59	97.0	4	1
#1006	51	69.3333	1650.0	2	82	1642.0	4	1
# cellx celly id_object...
[GRID]
0	0	154	157	169	1006	174
0	1	154	
0	2	154	149	155	1000
1	0	157	153	169	1006	152	174
1	1	151	146
1	2	146	1000	155	150
2	0	157	169	142	143	174
2	1	144	145
2	2	144	141	156
3	0	157	158	136
3	1	137	11	139	138
3	2	138	140	156
4	0	158	135	134
4	1	135
4	2	148	156
5	0	158	132
5	1	131	130
5	2	130	1001	156	159
6	0	158	147	132	127
6	1	131	130	127	129
6	2	129	128	130
7	0	158	161	1002	121	127	120	165
7	1	165	170	171	127	129	120
7	2	129	128	124	123	159	160
8	0	161	119	118	120	166	167	171
8	1	166	172	173	126	122	120
8	2	122	126	123	125	160
9	0	161	118	167	126	1003	174	175	117	113
9	1	117	126	113	14	114	22
9	2	126	125	116	114	1004	160
10	0	161	113
10	1	113	115	114	16
10	2	114	112	160	162	23
11	0	161	163	107	108
11	1	18	109	110	168	180
11	2	109	110	168	111	162	17
12	0	163	103
12	1	103	169	173	105	168	104
12	2	104	162
13	0	163	102	1005	100	176	177	101
13	1	176	177	101	20	21
13	2	101	106	162	21
14	0	163	164
14	1	164
14	2	164	162
