# id	file_path	transparent_color_r	g	b
[TEXTURES]
1	textures\Jason-and-Sophia.png	0	57	115
2	textures\BlasterMaster-Enemies.png	255	0	255
33	textures\NES-Blaster-Master-Area-2.png	255	255	255
44	textures\NES-Blaster-Master-Area-2-Overworld1.png	255	255	255
55	textures\sophia.png	255	255	255
66	textures\Items-Objects.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
# tiled map sprites
10011	233	36	257	68	1
10012	258	36	282	68	1
# move down
10013	208	3	232	35	1
10014	233	3	257	35	1
10015	258	3	282	35	1
# SOFIA left Wheel 
20001	3	21	10	28	1
20002	12	21	19	28	1
20003	21	21	28	28	1
20004	30	21	37	28	1
# SOFIA right Wheel 
200003	21	21	28	28	1
200004	30	21	37	28	1
200001	3	21	10	28	1
200002	12	21	19	28	1
# SOFIA Vehicle
# nằm ngang, đóng nắp cabin
300001	72	24	98	40	55
# xoay
300002	116	24	134	40	55
# mở nắp cabin
300003	30	16	56	40	55
# đưa nóng súng lên 1
300004	30	58	55	82	55
# đưa nòng súng lên 2
300005	114	59	138	81	55
# đưa nòng súng lên 3
300006	71	56	92	82	55
# Main character empty sprite
70001	0	0	0	0	1
# Main character explosion
70002	159	3	207	43	1
70003	143	44	207	132	1
# WORM
#move left 
110001	46	412	62	421	2
110002	62	412	81	421	2
#move right
110003	172	412	189	421	2
110004	191	412	207	421	2
# FLOATER-SPIDER
#move left 
120001	84	407	101	421	2
120002	104	406	121	421	2
#move right
120003	132	406	149	421	2
120004	152	407	169	421	2
# DOMES
#move left
140001	87	425	105	441	2
140002	67	424	85	441	2
#move right
140003	149	425	167	441	2
140004	169	424	187	441	2
#di chuyen ngang ben trai
140005	51	441	67	459	2
140006	50	461	67	479	2
#nam ngua
140007	67	479	85	495	2
140008	87	479	105	496	2
# JUMPERS
#move left
150001	105	500	122	525	2
150002	87	499	102	525	2
150003	69	500	84	525	2
#move right
150004	132	500	149	525	2
150005	152	499	167	525	2
150006	170	500	185	525	2
# INSECT
#move left
160001	104	530	122	548	2
160002	84	533	102	548	2
#move right
160003	132	530	150	548	2
160004	152	533	170	548	2
# ORBS
#move left
170001	98	387	116	405	2
170002	78	387	96	405	2
#move right
170003	138	387	156	405	2
170004	158	387	176	405	2
# SKULLS
#walk left
180001	62	527	80	548	2
180002	42	530	60	548	2
#walk right
180003	174	527	192	548	2
180004	194	530	212	548	2
# DASHER
#walk left
190001	193	515	203	565	2
#walk right
190002	51	515	61	565	2
# WEAPON
# Main character
# fly_horizontal
100001	91	20	114	27	1
# fly_vertical
100002	116	20	123	43	1
# explode
100003	140	101	148	109	1
100004	149	97	165	113	1
100005	166	97	182	113	1
100006	183	93	207	117	1
# bullet Rocket
# right rocket
100100	5	35	20	41	55
# left rocket
100101	2	20	17	26	55
# up rocket
100102	109	8	115	23	55
# down rocket
100103	98	8	104	23	55
# Human-Sofia
# bullet
100007	135	183	139	187	55
# bullet_explosion
100008	155	181	162	189	55
100009	171	178	187	191	55
100010	192	177	208	193	55
# Cannon
# bullet
100011	252	102	260	118	1
# bullet_explosion
100012	296	102	312	118	1
# Eyeball
# bullet
100013	252	102	260	118	1
# bullet_explosion
100014	296	102	312	118	1
# Floater
# bullet
100015	252	102	260	118	1
# bullet_explosion
100016	296	102	312	118	1
#Skull
#bullet_left
100019	193	515	203	525	2
#bullet_right
100020	51	515	61	525	2
#bullet_explosion
100021	166	97	182	113	1
# HUB OBJECTS
# PowerHub - Text
800001	175	219	183	235	55
# PowerHub
800002	85	97	93	129	55
800005	95	97	103	129	55
800006	110	97	118	129	55
800007	120	97	128	129	55
800008	130	98	138	130	55
800009	141	98	149	130	55
800010	152	98	160	130	55
800011	27	96	35	128	55
800012	242	101	250	133	55
# GunHub
800003	154	221	162	253	55
# Hov-Text
800004	112	240	120	256	55
# ITEMS
# P
900000	87	240	103	256	55
# path
[MAP]
Map-Blaster-Master-Area-2-K.txt
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== SOFIA HUMAN =========
#idle
600	10001	100
#move left
601	10002	100	10003	100	10004	100
#crawl left
602	10005	100	10006	100
#climb
606	10016	100	10017	100
# BIG-SOFIA
# move left
603	10007	100	10008	100	10009	100
# move up
604	10010	100	10011	100	10012	100
# move down
605	10013	100	10014	100	10015	100
# ==== SOFIA WHEEL =========
#idle-of left-wheel
700	20002	100
#left-wheel
701	20001	100	20002	100	20003	100	20004	100
#right-wheel
702	200003	100	200004	100	200001	100	200002	100
# ==== SOFIA VEHICLE =========
# di chuyển ngang bình thường
800	300001	100
# xoay ngang
801	300001	200	300002	200
# mở nắp cabin
802	300003	100
# đưa nòng súng lên
803	300004	100	300005	100	300006	100
# ==== MAIN CHARACTER =========
#idle
2000	70001	100
#explosion
2001	70002	200
# === ENEMY DOMES ===
#walk left
8000	140001	100	140002	100
#walk right
8001	140003	100	140004	100
#di chuyen ngang ben trai
8002	140005	100	140006	100
#nam ngua
8003	140007	100	140008	100
# ==== ENEMY WORM =========
#Walk left
5000	110001	100	110002	100
#Walk right
5001	110003	100	110004	100
# ==== ENEMY FLOATER-SPIDER =========
#Walk left
6000	120001	100	120002	100
#Walk right
6001	120003	100	120004	100
# === JUMPERS ======
#walk left
9000	150001	100	150002	100	150003	100
#walk right
9001	150004	100	150005	100	150006	100
# === INSECT =====
#walk left
10000	160001	100	160002	100
#walk right
10001	160003	100	160004	100
# === ORBS ====
#walk left
11000	170001	100	170002	100
#walk right
11001	170003	100	170004	100
#=== SKULLS ====
#walk left
12000	180001	100	180002	100
#walk right
120001	180003	100	180004	100
#=== DASHERS =====
#walk left
130000	190001	100
#walk right
130001	190002	100
# ==== WEAPON =========
# Main Character
# left
4000	100001	100
# Up
4001	100002	100
# explode
4002	100003	100	100004	100	100005	100
# Bullet Rocket
# right rocket
4100	100100	100
# left rocket
4101	100101	100
# up rocket
4102	100102	100
# down rocket
4103	100103	100
# Human-Sofia
# Bullet
4003	100007	100
# Bullet_explosion
4004	100008	100	100009	100	100010	100
# Cannon
# Bullet
4005	100011	100
# Bullet_explosion
4006	100012	100
# Eyeball
# Bullet
4007	100013	100
# Bullet_explosion
4008	100014	100
# Floater
# Bullet
4009	100015	100
# Bullet_explosion
4010	100016	100
# Skull 
# Bullet left
4011	100019	100
# Bullet right
4012	100020	100
#Bullet explosion
4013	100021	100
# ==== HUB =========
# PowerHub - Text
100000	800001	100
# PowerHub
100001	800002	100
100004	800005	100
100005	800006	100
100006	800007	100
100007	800008	100
100008	800009	100
100009	800010	100
100010	800011	100
100011	800012	100
# GunHub
100002	800003	100
# Hov - text
100003	800004	100
# ITEMS
# P
900000	900000	100
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# SOFIA 
1	600	601	602	603	604	605	606
# MAIN_CHARACTER 
2	2000	2001
# WHEEL 
3	700	701	702
# SOFIA VEHICLE
4	800	801	802	803
# WORM - ENEMY
8	5000	5001
# FLOATER-SPIDER - ENEMY
9	6000	6001
# DOMES
11	8000	8001	8002	8003
# JUMPERS
12	9000	9001
# INSECT
13	10000	10001
# ORBS
14	11000	11001
# SKULLS
15	12000	12001
# DASHERS
16	13000	13001
# WEAPON Player-horizontal Player-vertical Player-explode Big human-bullet Big human-explosion Cannon-bullet Cannon-explosion Eyeball-bullet Eyeball-explosion	Floater-bullet	Floater-explosion	Skull bullet left	Skull bullet right	Skull bullet explosion	Player-Rocket-right	Player-Rocket-left	Player-Rocket-up	Player-Rocket-down
7	4000	4001	4002	4003	4004	4005	4006	4007	4008	4009	4010	4011	4012	4013	4100	4101	4102	4103
# HUB
100	100000	100001	100002	100003	100004	100005	100006	100007	100008	100009	100010	100011
# ITEMS
# P
200	900000
[OBJECTS]
# object_id  type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Enemy1, 3 = Worm, 4 = Wheel_Left, 5 = Wheel_Middle, 6 = Wheel_right, 7= Cabin, 8= Barrel, 9= Main character, 10= Spider, 11=Human
# type: 12 = Floater-spider, 13 = Domes, 14 = Jumpers, 15 = Insect,16 = Orbs, 17 = Skulls, 18 = Dashers, 19 = Mine, 20 = LAVA,
# type: 101 = DESTROYABLE_BRICK 
# MAIN_CHARACTER need to be created first!
1	9	70	416	2
# MAIN OBJECTS LIST
# WHEEL_LEFT
3	4	18	132	3
# WHEEL_RIGHT
4	6	32	132	3
# SOFIA VEHICLE
5	7	25	118	4
# HUMAN
2	11	17	115	1
# HUB LIST - x,y theo trục màn hình
9	500	10	100	100
# ENEMY LIST
# ORBS - ENEMY				#Type: 1-normal 2-attack
20	16	460	464	14	1	0
21	16	460	400	14	1	0
22	16	416	336	14	1	0
23	16	416	272	14	1	0
# JUMPER - ENEMY				
30	14	112	400	12	1
31	14	144	464	12	1
32	14	432	210	12	1
33	14	192	96	12	1
34	14	400	96	12	1
# FLOATER-SPIDER - ENEMY				
40	12	144	496	9
41	12	240	488	9
42	12	362	509	9
43	12	380	482	9
# BRICK 
# 100	1	16	528	2	496	512
101	1	16	528	2	32	112
102	1	128	432	2	176	416
103	1	160	448	2	176	384
104	1	160	448	2	240	432
105	1	272	448	2	304	432
106	1	336	448	2	416	432
107	1	400	432	2	448	416
108	1	400	448	2	416	256
109	1	480	528	2	496	48
110	1	32	384	2	96	368
111	1	80	384	2	96	304
112	1	80	368	2	128	352
113	1	80	320	2	368	304
114	1	160	400	2	368	384
115	1	352	400	2	368	304
116	1	448	368	2	496	352
117	1	400	304	2	448	288
118	1	16	272	2	416	252
119	1	128	176	2	176	160
120	1	160	272	2	176	128
121	1	208	272	2	224	128
122	1	208	176	2	256	160
123	1	288	192	2	368	176
124	1	288	192	2	304	48
125	1	400	192	2	416	128
126	1	400	176	2	448	160
127	1	448	240	2	496	224
128	1	48	128	2	96	112
129	1	80	112	2	96	48
130	1	80	112	2	128	96
131	1	80	64	2	112	48
132	1	144	64	2	240	48
133	1	160	144	2	224	128
134	1	256	112	2	304	96
135	1	272	64	2	512	48
136	1	336	144	2	352	48
137	1	336	144	2	416	128
138	1	448	112	2	496	96
139	1	16	528	2	496	512
140	1	16	272	2	416	256
# FIRE
# object_id 	type	l	t	ani_set_id	r	b
2000	1	240	448	2	272	432
2001	1	304	448	2	336	432
2002	1	368	192	2	400	176
2003	1	112	64	2	144	48
2004	1	240	64	2	272	48
# --- SCENE PORTAL ----
# object_id 	type	l	t	ani_set_id	r	b	scene_id	type_portal: 1-Next scene 0-Previous scene	next_portal_id
1000	50	32	416	2	64	384	5	0	1001
1001	50	32	160	2	64	128	1	0	1000
# cellx celly id_object...
[GRID]
0	0	1000	100	101	102	139	31	40	
0	1	103	104	105	2000	2001	41	
0	2	100	106	107	108	109	139	42	43	20		
0	3	109	139
1	0	110	111	112	113	30			
1	1	114	113					
1	2	115	116	117	21	22	23			
1	3	109					
2	0	118	119	140					
2	1	120	121	122	123	124
2	2	108	125	126	127	140	2002	32		
2	3	109	
3	0	1001	101	128	129	130	131	132	2003
3	1	132	133	134	135	2004	33		
3	2	136	137	138	34
