# id	file_path	transparent_color_r	g	b
[TEXTURES]
1	textures\Jason-and-Sophia.png	0	57	115
2	textures\BlasterMaster-Enemies.png	255	0	255
33	textures\NES-Blaster-Master-Area-2.png	255	255	255
44	textures\NES-Blaster-Master-Area-2-Overworld1.png	255	255	255
55	textures\sophia.png	255	255	255
66	textures\Items-Objects.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
# tiled map sprites
10011	233	36	257	68	1
10012	258	36	282	68	1
# move down
10013	208	3	232	35	1
10014	233	3	257	35	1
10015	258	3	282	35	1
# SOFIA left Wheel 
20001	3	21	10	28	1
20002	12	21	19	28	1
20003	21	21	28	28	1
20004	30	21	37	28	1
# SOFIA right Wheel 
200003	21	21	28	28	1
200004	30	21	37	28	1
200001	3	21	10	28	1
200002	12	21	19	28	1
# SOFIA Vehicle
# nằm ngang, đóng nắp cabin
300001	72	24	98	40	55
# xoay
300002	116	24	134	40	55
# mở nắp cabin
300003	30	16	56	40	55
# đưa nóng súng lên 1
300004	30	58	55	82	55
# đưa nòng súng lên 2
300005	114	59	138	81	55
# đưa nòng súng lên 3
300006	71	56	92	82	55
# Main character empty sprite
70001	0	0	0	0	1
# Main character explosion
70002	159	3	207	43	1
70003	143	44	207	132	1
# WORM
#move left 
110001	46	412	62	421	2
110002	62	412	81	421	2
#move right
110003	172	412	189	421	2
110004	191	412	207	421	2
# FLOATER-SPIDER
#move left 
120001	84	407	101	421	2
120002	104	406	121	421	2
#move right
120003	132	406	149	421	2
120004	152	407	169	421	2
# DOMES
#move left
140001	87	425	105	441	2
140002	67	424	85	441	2
#move right
140003	149	425	167	441	2
140004	169	424	187	441	2
#di chuyen ngang ben trai
140005	51	441	67	459	2
140006	50	461	67	479	2
#nam ngua
140007	67	479	85	495	2
140008	87	479	105	496	2
# JUMPERS
#move left
150001	105	500	122	525	2
150002	87	499	102	525	2
150003	69	500	84	525	2
#move right
150004	132	500	149	525	2
150005	152	499	167	525	2
150006	170	500	185	525	2
# WEAPON
# Main character
# fly_horizontal
100001	91	20	114	27	1
# fly_vertical
100002	116	20	123	43	1
# explode
100003	140	101	148	109	1
100004	149	97	165	113	1
100005	166	97	182	113	1
100006	183	93	207	117	1
# bullet Rocket
# right rocket
100100	5	35	20	41	55
# left rocket
100101	2	20	17	26	55
# up rocket
100102	109	8	115	23	55
# down rocket
100103	98	8	104	23	55
# Human-Sofia
# bullet
100007	135	183	139	187	55
# bullet_explosion
100008	155	181	162	189	55
100009	171	178	187	191	55
100010	192	177	208	193	55
# Cannon
# bullet
100011	252	102	260	118	1
# bullet_explosion
100012	296	102	312	118	1
# Eyeball
# bullet
100013	252	102	260	118	1
# bullet_explosion
100014	296	102	312	118	1
# Floater
# bullet
100015	252	102	260	118	1
# bullet_explosion
100016	296	102	312	118	1
#Skull
#bullet_left
100019	193	515	203	525	2
#bullet_right
100020	51	515	61	525	2
#bullet_explosion
100021	166	97	182	113	1
# HUB OBJECTS
# PowerHub - Text
800001	175	219	183	235	55
# PowerHub
800002	85	97	93	129	55
800005	95	97	103	129	55
800006	110	97	118	129	55
800007	120	97	128	129	55
800008	130	98	138	130	55
800009	141	98	149	130	55
800010	152	98	160	130	55
800011	27	96	35	128	55
800012	242	101	250	133	55
# GunHub
800003	154	221	162	253	55
# Hov-Text
800004	112	240	120	256	55
# ITEMS
# P
900000	87	240	103	256	55
# path
[MAP]
Map-Blaster-Master-Area-2-I.txt
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== SOFIA HUMAN =========
#idle
600	10001	100
#move left
601	10002	100	10003	100	10004	100
#crawl left
602	10005	100	10006	100
#climb
606	10016	100	10017	100
# BIG-SOFIA
# move left
603	10007	100	10008	100	10009	100
# move up
604	10010	100	10011	100	10012	100
# move down
605	10013	100	10014	100	10015	100
# ==== SOFIA WHEEL =========
#idle-of left-wheel
700	20002	100
#left-wheel
701	20001	100	20002	100	20003	100	20004	100
#right-wheel
702	200003	100	200004	100	200001	100	200002	100
# ==== SOFIA VEHICLE =========
# di chuyển ngang bình thường
800	300001	100
# xoay ngang
801	300001	200	300002	200
# mở nắp cabin
802	300003	100
# đưa nòng súng lên
803	300004	100	300005	100	300006	100
# ==== MAIN CHARACTER =========
#idle
2000	70001	100
#explosion
2001	70002	200
# === ENEMY DOMES ===
#walk left
8000	140001	100	140002	100
#walk right
8001	140003	100	140004	100
#di chuyen ngang ben trai
8002	140005	100	140006	100
#nam ngua
8003	140007	100	140008	100
# ==== ENEMY WORM =========
#Walk left
5000	110001	100	110002	100
#Walk right
5001	110003	100	110004	100
# ==== ENEMY FLOATER-SPIDER =========
#Walk left
6000	120001	100	120002	100
#Walk right
6001	120003	100	120004	100
# === JUMPERS ======
#walk left
9000	150001	100	150002	100	150003	100
#walk right
9001	150004	100	150005	100	150006	100
# ==== WEAPON =========
# Main Character
# left
4000	100001	100
# Up
4001	100002	100
# explode
4002	100003	100	100004	100	100005	100
# Bullet Rocket
# right rocket
4100	100100	100
# left rocket
4101	100101	100
# up rocket
4102	100102	100
# down rocket
4103	100103	100
# Human-Sofia
# Bullet
4003	100007	100
# Bullet_explosion
4004	100008	100	100009	100	100010	100
# Cannon
# Bullet
4005	100011	100
# Bullet_explosion
4006	100012	100
# Eyeball
# Bullet
4007	100013	100
# Bullet_explosion
4008	100014	100
# Floater
# Bullet
4009	100015	100
# Bullet_explosion
4010	100016	100
# Skull 
# Bullet left
4011	100019	100
# Bullet right
4012	100020	100
#Bullet explosion
4013	100021	100
# ==== HUB =========
# PowerHub - Text
100000	800001	100
# PowerHub
100001	800002	100
100004	800005	100
100005	800006	100
100006	800007	100
100007	800008	100
100008	800009	100
100009	800010	100
100010	800011	100
100011	800012	100
# GunHub
100002	800003	100
# Hov - text
100003	800004	100
# ITEMS
# P
900000	900000	100
[ANIMATION_SETS]
# SOFIA 
1	600	601	602	603	604	605	606
# MAIN_CHARACTER 
2	2000	2001
# WHEEL 
3	700	701	702
# SOFIA VEHICLE
4	800	801	802	803
# WORM - ENEMY
8	5000	5001
# FLOATER-SPIDER - ENEMY
9	6000	6001
# DOMES
11	8000	8001	8002	8003
# JUMPERS
12	9000	9001
# WEAPON Player-horizontal Player-vertical Player-explode Big human-bullet Big human-explosion Cannon-bullet Cannon-explosion Eyeball-bullet Eyeball-explosion	Floater-bullet	Floater-explosion	Skull bullet left	Skull bullet right	Skull bullet explosion	Player-Rocket-right	Player-Rocket-left	Player-Rocket-up	Player-Rocket-down
7	4000	4001	4002	4003	4004	4005	4006	4007	4008	4009	4010	4011	4012	4013	4100	4101	4102	4103
# HUB
100	100000	100001	100002	100003	100004	100005	100006	100007	100008	100009	100010	100011
# ITEMS
# P
200	900000
[OBJECTS]
# object_id  type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Enemy1, 3 = Worm, 4 = Wheel_Left, 5 = Wheel_Middle, 6 = Wheel_right, 7= Cabin, 8= Barrel, 9= Main character, 10= Spider, 11=Human
# type: 12 = Floater, 13 = Domes, 14 = Jumpers, 15 = Insect,16 = Orbs, 17 = Skulls, 18 = Dashers, 19 = Mine, 20 = LAVA
# type: 101 = DESTROYABLE_BRICK 
# MAIN_CHARACTER need to be created first!
1	9	78	144.73	2
# MAIN OBJECTS LIST
# WHEEL_LEFT
3	4	18	132	3
# WHEEL_RIGHT
4	6	32	132	3
# SOFIA VEHICLE
5	7	25	118	4
# HUMAN
2	11	17	115	1
# HUB LIST - x,y theo trục màn hình
9	500	10	100	100
# ENEMY LIST
# LAVA
#10	20	111.818	799.636
#11	20	175.818	734.727
#12	20	111.636	670.909
#13	20	175.667	479.0
#14	20	304.333	607.333
#15	20	304.0	351.333
#16	20	240.0	287.0
#17	20	176.0	223.0
#18	20	47.6667	158.33301
#19	20	47	288.0
# WORM - ENEMY
19	3	129.75	792.75	8	1
20	3	194.75	728.0	8	1
21	3	128.25	663.75	8
22	3	284.25	499.75	8	1
23	3	332.25	560.0	8
24	3	256.0	282.5	8
25	3	195.75	216.25	8
# MINE- ENEMY
#26	19	144.75	470.5
# ORBS - ENEMY
#31	16	143.25	465.0	12
#32	16	95.5	477.5	12
# MAP OBJECT LIST
# BRICK 
# object_id 	type	l	t	ani_set_id	r	b	
100	1	0.5	992.0	2	511.5	960.5	
101	1	1.0	959.0	2	31.0	677.5	
102	1	0.5	676.0	2	30.5	334.5	
103	1	0.0	334.0	2	31.5	1.5	
104	1	33.0	30.5	2	512.0	0.5	
105	1	480.0	431.0	2	510.5	33.5	
106	1	481.0	830.5	2	510.0	433.0	
107	1	481.0	959.5	2	511.0	831.0	
108	1	353.5	927.0	2	415.0	896.0	
109	1	33.5	926.5	2	95.5	898.0	
110	1	32.0	863.0	2	94.5	832.0	
111	1	33.5	734.0	2	96.0	704.5	
112	1	96.0	799.5	2	111.0	768.5	
113	1	144.5	799.5	2	159.0	769.5	
114	1	112.5	783.5	2	143.0	768.5	
115	1	160.0	734.5	2	174.5	705.0	
116	1	175.5	718.5	2	208.0	705.5	
117	1	208.5	735.5	2	222.0	705.5	
118	1	226.0	670.0	2	287.5	641.0	
119	1	162.0	607.0	2	222.5	576.5	
120	1	95.5	672.5	2	111.0	640.0	
121	1	144.0	672.5	2	160.0	640.0	
122	1	112.0	655.0	2	143.0	640.5	
123	1	33.5	607.5	2	95.0	575.5	
124	1	288.5	607.5	2	302.5	577.0	
125	1	303.0	591.0	2	336.0	577.5	
126	1	337.5	606.5	2	350.5	577.0	
127	1	97.5	544.0	2	158.0	513.5	
128	1	224.5	543.0	2	415.0	513.0	
129	1	32.5	479.0	2	96.0	449.0	
130	1	160.0	481.0	2	175.0	449.0	
131	1	176.0	463.0	2	208.0	448.5	
132	1	209.0	480.0	2	351.5	448.0	
133	1	32.0	415.5	2	287.5	384.5	
134	1	353.0	415.0	2	416.0	385.0	
135	1	96.5	351.5	2	223.0	319.0	
136	1	287.5	352.0	2	303.0	321.5	
137	1	304.0	335.0	2	335.5	321.0	
138	1	336.5	351.0	2	415.5	320.5	
139	1	32.5	288.0	2	46.5	257.0	
140	1	48.0	271.5	2	79.5	257.0	
141	1	80.5	287.0	2	158.5	256.5	
142	1	224.0	287.0	2	238.5	257.5	
143	1	240.0	271.0	2	271.5	257.0	
144	1	273.0	288.0	2	351.5	257.0	
145	1	96.0	222.5	2	175.0	193.0	
146	1	176.0	207.0	2	206.5	192.5	
147	1	208.0	223.0	2	287.0	192.5	
148	1	353.5	222.5	2	415.0	191.0	
149	1	32.5	159.0	2	47.0	129.5	
150	1	48.0	142.5	2	80.0	128.0	
151	1	80.5	160.0	2	94.5	128.0	
152	1	160.5	158.0	2	222.5	127.5	
153	1	289.5	160.0	2	479.0	128.5	
154	1	415.5	94.5	2	479.5	63.5	
155	1	224.0	94.5	2	350.5	64.0	
156	1	32.0	95.5	2	158.5	63.5	
# --- SCENE PORTAL ----
# object_id 	type	l	t	ani_set_id	r	b	scene_id	type_portal: 1-Next scene 0-Previous scene
#1000	50	47.75	888.5	2	57.25	863.5	4	1
1001	50	47.3333	120.0	2	57.3333	96.66669	7	1	1000
1002	50	454	118.66699	2	464	95.33368	5	0	1000	
# cellx celly id_object...
[GRID]
0	0	100	101	109	1000
0	1	100
0	2	100	108	107
1	0	101	1000	110	112	114	113	10	19
1	1	
1	2	107	106
2	0	101	102	111	120	122	121	115	12	21
2	1	115	116	117	11	20	118
2	2	106
3	0	102	123	127	119
3	1	119	128	124	125	14
3	2	14	125	126	23	128	106
4	0	102	129	133	31	32	130
4	1	130	133	131	13	132	22
4	2	132	134	106	105
5	0	102	103	139	140	19	141	135
5	1	135	142	143	144	16	24	136	137	15
5	2	15	137	138	144	105
6	0	103	139	140	19	141	145	149	18	150	151	152
6	1	145	17	25	146	147	142	143	144	152	153
6	2	144	148	153	105
7	0	103	149	150	151	1001	156	152	104
7	1	156	152	153	155	104
7	2	153	155	1002	154	105	104
